"uid" "id" "ensembleid" "symbol"
1590 "3714" "9606.ENSP00000328169" "JAG2"
1591 "3716" "9606.ENSP00000343204" "JAK1"
1592 "3717" "9606.ENSP00000371067" "JAK2"
1593 "3718" "9606.ENSP00000391676" "JAK3"
1594 "3720" "9606.ENSP00000341280" "JARID2"
1595 "3725" "9606.ENSP00000360266" "JUN"
1596 "3726" "9606.ENSP00000303315" "JUNB"
1597 "3727" "9606.ENSP00000252818" "JUND"
1598 "3728" "9606.ENSP00000311113" "JUP"
1599 "3732" "9606.ENSP00000227155" "CD82"
1600 "3741" "9606.ENSP00000252321" "KCNA5"
1601 "3745" "9606.ENSP00000360806" "KCNB1"
1602 "3746" "9606.ENSP00000265969" "KCNC1"
1603 "3747" "9606.ENSP00000449253" "KCNC2"
1604 "3751" "9606.ENSP00000333496" "KCND2"
1605 "3753" "9606.ENSP00000337255" "KCNE1"
1606 "3756" "9606.ENSP00000271751" "KCNH1"
1607 "3757" "9606.ENSP00000262186" "KCNH2"
1608 "3758" "9606.ENSP00000376432" "KCNJ1"
1609 "3759" "9606.ENSP00000243457" "KCNJ2"
1610 "3760" "9606.ENSP00000295101" "KCNJ3"
1611 "3761" "9606.ENSP00000306497" "KCNJ4"
1612 "3762" "9606.ENSP00000339960" "KCNJ5"
1613 "3763" "9606.ENSP00000288309" "KCNJ6"
1614 "3764" "9606.ENSP00000240662" "KCNJ8"
1615 "3765" "9606.ENSP00000357067" "KCNJ9"
1616 "3766" "9606.ENSP00000357068" "KCNJ10"
1617 "3767" "9606.ENSP00000345708" "KCNJ11"
1618 "3770" "9606.ENSP00000341479" "KCNJ14"
1619 "3778" "9606.ENSP00000385806" "KCNMA1"
1620 "3779" "9606.ENSP00000274629" "KCNMB1"
1621 "3782" "9606.ENSP00000271915" "KCNN3"
1622 "3783" "9606.ENSP00000262888" "KCNN4"
1623 "3784" "9606.ENSP00000155840" "KCNQ1"
1624 "3785" "9606.ENSP00000352035" "KCNQ2"
1625 "3790" "9606.ENSP00000305824" "KCNS3"
1626 "3791" "9606.ENSP00000263923" "KDR"
1627 "3796" "9606.ENSP00000385000" "KIF2A"
1628 "3799" "9606.ENSP00000307078" "KIF5B"
1629 "3801" "9606.ENSP00000368976" "KIFC3"
1630 "3802" "9606.ENSP00000336769" "KIR2DL1"
1631 "3804" "9606.ENSP00000342215" "KIR2DL3"
1632 "3814" "9606.ENSP00000356162" "KISS1"
1633 "3815" "9606.ENSP00000288135" "KIT"
1634 "3816" "9606.ENSP00000301420" "KLK1"
1635 "3817" "9606.ENSP00000313581" "KLK2"
1636 "3818" "9606.ENSP00000264690" "KLKB1"
1637 "3820" "9606.ENSP00000229402" "KLRB1"
1638 "3821" "9606.ENSP00000352064" "KLRC1"
1639 "3822" "9606.ENSP00000371327" "KLRC2"
1640 "3824" "9606.ENSP00000338130" "KLRD1"
1641 "3827" "9606.ENSP00000265023" "KNG1"
1642 "3831" "9606.ENSP00000414982" "KLC1"
1643 "3834" "9606.ENSP00000346401" "KIF25"
1644 "3835" "9606.ENSP00000160827" "KIF22"
1645 "3837" "9606.ENSP00000290158" "KPNB1"
1646 "3838" "9606.ENSP00000332455" "KPNA2"
1647 "3845" "9606.ENSP00000256078" "KRAS"
1648 "3848" "9606.ENSP00000252244" "KRT1"
1649 "3852" "9606.ENSP00000252242" "KRT5"
1650 "3853" "9606.ENSP00000369317" "KRT6A"
1651 "3856" "9606.ENSP00000293308" "KRT8"
1652 "3858" "9606.ENSP00000269576" "KRT10"
1653 "3859" "9606.ENSP00000251643" "KRT12"
1654 "3861" "9606.ENSP00000167586" "KRT14"
1655 "3866" "9606.ENSP00000254043" "KRT15"
1656 "3868" "9606.ENSP00000301653" "KRT16"
1657 "3872" "9606.ENSP00000308452" "KRT17"
1658 "3875" "9606.ENSP00000373487" "KRT18"
1659 "3892" "9606.ENSP00000452237" "KRT86"
1660 "3902" "9606.ENSP00000203629" "LAG3"
1661 "3908" "9606.ENSP00000400365" "LAMA2"
1662 "3909" "9606.ENSP00000324532" "LAMA3"
1663 "3911" "9606.ENSP00000252999" "LAMA5"
1664 "3912" "9606.ENSP00000222399" "LAMB1"
1665 "3913" "9606.ENSP00000307156" "LAMB2"
1666 "3914" "9606.ENSP00000348384" "LAMB3"
1667 "3915" "9606.ENSP00000258341" "LAMC1"
1668 "3916" "9606.ENSP00000333298" "LAMP1"
1669 "3918" "9606.ENSP00000264144" "LAMC2"
1670 "3920" "9606.ENSP00000408411" "LAMP2"
1671 "3925" "9606.ENSP00000410452" "STMN1"
1672 "3927" "9606.ENSP00000325240" "LASP1"
1673 "3929" "9606.ENSP00000217407" "LBP"
1674 "3930" "9606.ENSP00000272163" "LBR"
1675 "3931" "9606.ENSP00000264005" "LCAT"
1676 "3937" "9606.ENSP00000046794" "LCP2"
1677 "3938" "9606.ENSP00000264162" "LCT"
1678 "3945" "9606.ENSP00000229319" "LDHB"
1679 "3949" "9606.ENSP00000454071" "LDLR"
1680 "3950" "9606.ENSP00000274507" "LECT2"
1681 "3952" "9606.ENSP00000312652" "LEP"
1682 "3953" "9606.ENSP00000330393" "LEPR"
1683 "3955" "9606.ENSP00000222725" "LFNG"
1684 "3956" "9606.ENSP00000215909" "LGALS1"
1685 "3958" "9606.ENSP00000254301" "LGALS3"
1686 "3960" "9606.ENSP00000302100" "LGALS4"
1687 "3965" "9606.ENSP00000378856" "LGALS9"
1688 "3972" "9606.ENSP00000221421" "LHB"
1689 "3973" "9606.ENSP00000294954" "LHCGR"
1690 "3975" "9606.ENSP00000254457" "LHX1"
1691 "3976" "9606.ENSP00000249075" "LIF"
1692 "3977" "9606.ENSP00000263409" "LIFR"
1693 "3983" "9606.ENSP00000338190" "ABLIM1"
1694 "3985" "9606.ENSP00000339916" "LIMK2"
1695 "3987" "9606.ENSP00000446121" "LIMS1"
1696 "3990" "9606.ENSP00000299022" "LIPC"
1697 "3991" "9606.ENSP00000244289" "LIPE"
1698 "4001" "9606.ENSP00000261366" "LMNB1"
1699 "4004" "9606.ENSP00000338207" "LMO1"
1700 "4005" "9606.ENSP00000257818" "LMO2"
1701 "4009" "9606.ENSP00000294816" "LMX1A"
1702 "4010" "9606.ENSP00000347684" "LMX1B"
1703 "4012" "9606.ENSP00000231368" "LNPEP"
1704 "4014" "9606.ENSP00000357731" "LOR"
1705 "4015" "9606.ENSP00000231004" "LOX"
1706 "4017" "9606.ENSP00000373783" "LOXL2"
1707 "4023" "9606.ENSP00000309757" "LPL"
1708 "4026" "9606.ENSP00000318089" "LPP"
1709 "4034" "9606.ENSP00000309689" "LRCH4"
1710 "4035" "9606.ENSP00000243077" "LRP1"
1711 "4036" "9606.ENSP00000263816" "LRP2"
1712 "4040" "9606.ENSP00000261349" "LRP6"
1713 "4041" "9606.ENSP00000294304" "LRP5"
1714 "4043" "9606.ENSP00000421922" "LRPAP1"
1715 "4047" "9606.ENSP00000348762" "LSS"
1716 "4049" "9606.ENSP00000403495" "LTA"
1717 "4050" "9606.ENSP00000410481" "LTB"
1718 "4051" "9606.ENSP00000221307" "CYP4F3"
1719 "4052" "9606.ENSP00000386043" "LTBP1"
1720 "4055" "9606.ENSP00000228918" "LTBR"
1721 "4056" "9606.ENSP00000292596" "LTC4S"
1722 "4058" "9606.ENSP00000263800" "LTK"
1723 "4060" "9606.ENSP00000266718" "LUM"
1724 "4061" "9606.ENSP00000292494" "LY6E"
1725 "4064" "9606.ENSP00000256447" "CD180"
1726 "4065" "9606.ENSP00000451511" "LY75"
1727 "4066" "9606.ENSP00000264824" "LYL1"
1728 "4067" "9606.ENSP00000428924" "LYN"
1729 "4068" "9606.ENSP00000360181" "SH2D1A"
1730 "4069" "9606.ENSP00000261267" "LYZ"
1731 "4072" "9606.ENSP00000263735" "EPCAM"
1732 "4082" "9606.ENSP00000357624" "MARCKS"
1733 "4084" "9606.ENSP00000264444" "MXD1"
1734 "4085" "9606.ENSP00000296509" "MAD2L1"
1735 "4086" "9606.ENSP00000305769" "SMAD1"
1736 "4087" "9606.ENSP00000262160" "SMAD2"
1737 "4089" "9606.ENSP00000341551" "SMAD4"
1738 "4090" "9606.ENSP00000441954" "SMAD5"
1739 "4091" "9606.ENSP00000288840" "SMAD6"
1740 "4092" "9606.ENSP00000262158" "SMAD7"
1741 "4093" "9606.ENSP00000369154" "SMAD9"
1742 "4094" "9606.ENSP00000327048" "MAF"
1743 "4097" "9606.ENSP00000350369" "MAFG"
1744 "4099" "9606.ENSP00000376048" "MAG"
1745 "4101" "9606.ENSP00000333487" "MAGEA2"
1746 "4116" "9606.ENSP00000360525" "MAGOH"
1747 "4117" "9606.ENSP00000313021" "MAK"
1748 "4118" "9606.ENSP00000310880" "MAL"
1749 "4123" "9606.ENSP00000267978" "MAN2C1"
1750 "4128" "9606.ENSP00000340684" "MAOA"
1751 "4129" "9606.ENSP00000367309" "MAOB"
1752 "4131" "9606.ENSP00000296755" "MAP1B"
1753 "4133" "9606.ENSP00000353508" "MAP2"
1754 "4134" "9606.ENSP00000353375" "MAP4"
1755 "4139" "9606.ENSP00000355884" "MARK1"
1756 "4140" "9606.ENSP00000411397" "MARK3"
1757 "4143" "9606.ENSP00000361280" "MAT1A"
1758 "4144" "9606.ENSP00000303147" "MAT2A"
1759 "4145" "9606.ENSP00000378485" "MATK"
1760 "4147" "9606.ENSP00000430487" "MATN2"
1761 "4148" "9606.ENSP00000383894" "MATN3"
1762 "4149" "9606.ENSP00000351490" "MAX"
1763 "4150" "9606.ENSP00000219782" "MAZ"
1764 "4151" "9606.ENSP00000352835" "MB"
1765 "4157" "9606.ENSP00000451560" "MC1R"
1766 "4158" "9606.ENSP00000333821" "MC2R"
1767 "4160" "9606.ENSP00000299766" "MC4R"
1768 "4161" "9606.ENSP00000318077" "MC5R"
1769 "4162" "9606.ENSP00000264036" "MCAM"
1770 "4168" "9606.ENSP00000430276" "MCF2"
1771 "4170" "9606.ENSP00000358022" "MCL1"
1772 "4171" "9606.ENSP00000265056" "MCM2"
1773 "4172" "9606.ENSP00000229854" "MCM3"
1774 "4173" "9606.ENSP00000262105" "MCM4"
1775 "4174" "9606.ENSP00000216122" "MCM5"
1776 "4175" "9606.ENSP00000264156" "MCM6"
1777 "4176" "9606.ENSP00000307288" "MCM7"
1778 "4189" "9606.ENSP00000249356" "DNAJB9"
1779 "4192" "9606.ENSP00000352852" "MDK"
1780 "4194" "9606.ENSP00000356150" "MDM4"
1781 "4199" "9606.ENSP00000358719" "ME1"
1782 "4200" "9606.ENSP00000321070" "ME2"
1783 "4204" "9606.ENSP00000395535" "MECP2"
1784 "4207" "9606.ENSP00000162023" "BORCS8-MEF2B"
1785 "4208" "9606.ENSP00000340874" "MEF2C"
1786 "4209" "9606.ENSP00000271555" "MEF2D"
1787 "4210" "9606.ENSP00000219596" "MEFV"
1788 "4211" "9606.ENSP00000272369" "MEIS1"
1789 "4212" "9606.ENSP00000453793" "MEIS2"
1790 "4214" "9606.ENSP00000382423" "MAP3K1"
1791 "4215" "9606.ENSP00000354927" "MAP3K3"
1792 "4216" "9606.ENSP00000375986" "MAP3K4"
1793 "4217" "9606.ENSP00000351908" "MAP3K5"
1794 "4218" "9606.ENSP00000300935" "RAB8A"
1795 "4221" "9606.ENSP00000337088" "MEN1"
1796 "4222" "9606.ENSP00000321684" "MEOX1"
1797 "4223" "9606.ENSP00000262041" "MEOX2"
1798 "4224" "9606.ENSP00000230588" "MEP1A"
1799 "4225" "9606.ENSP00000269202" "MEP1B"
1800 "4233" "9606.ENSP00000317272" "MET"
1801 "4240" "9606.ENSP00000268150" "MFGE8"
1802 "4242" "9606.ENSP00000349490" "MFNG"
1803 "4248" "9606.ENSP00000345270" "MGAT3"
1804 "4254" "9606.ENSP00000228280" "KITLG"
1805 "4255" "9606.ENSP00000302111" "MGMT"
1806 "4256" "9606.ENSP00000228938" "MGP"
1807 "4257" "9606.ENSP00000010404" "MGST1"
1808 "4261" "9606.ENSP00000316328" "CIITA"
1809 "4267" "9606.ENSP00000370588" "CD99"
1810 "4282" "9606.ENSP00000215754" "MIF"
1811 "4283" "9606.ENSP00000354901" "CXCL9"
1812 "4286" "9606.ENSP00000295600" "MITF"
1813 "4287" "9606.ENSP00000376965" "ATXN3"
1814 "4292" "9606.ENSP00000231790" "MLH1"
1815 "4293" "9606.ENSP00000451263" "MAP3K9"
1816 "4294" "9606.ENSP00000253055" "MAP3K10"
1817 "4295" "9606.ENSP00000388825" "MLN"
1818 "4296" "9606.ENSP00000309597" "MAP3K11"
1819 "4299" "9606.ENSP00000378578" "AFF1"
1820 "4300" "9606.ENSP00000369695" "MLLT3"
1821 "4303" "9606.ENSP00000363377" "FOXO4"
1822 "4308" "9606.ENSP00000380897" "TRPM1"
1823 "4311" "9606.ENSP00000353679" "MME"
1824 "4312" "9606.ENSP00000322788" "MMP1"
1825 "4313" "9606.ENSP00000219070" "MMP2"
1826 "4314" "9606.ENSP00000299855" "MMP3"
1827 "4316" "9606.ENSP00000260227" "MMP7"
1828 "4317" "9606.ENSP00000236826" "MMP8"
1829 "4318" "9606.ENSP00000361405" "MMP9"
1830 "4319" "9606.ENSP00000279441" "MMP10"
1831 "4322" "9606.ENSP00000260302" "MMP13"
1832 "4323" "9606.ENSP00000308208" "MMP14"
1833 "4324" "9606.ENSP00000219271" "MMP15"
1834 "4325" "9606.ENSP00000286614" "MMP16"
1835 "4326" "9606.ENSP00000353767" "MMP17"
1836 "4327" "9606.ENSP00000313437" "MMP19"
1837 "4330" "9606.ENSP00000304956" "MN1"
1838 "4331" "9606.ENSP00000261245" "MNAT1"
1839 "4335" "9606.ENSP00000174618" "MNT"
1840 "4342" "9606.ENSP00000310722" "MOS"
1841 "4343" "9606.ENSP00000350028" "MOV10"
1842 "4350" "9606.ENSP00000219431" "MPG"
1843 "4352" "9606.ENSP00000361548" "MPL"
1844 "4353" "9606.ENSP00000225275" "MPO"
1845 "4354" "9606.ENSP00000358547" "MPP1"
1846 "4355" "9606.ENSP00000269095" "MPP2"
1847 "4356" "9606.ENSP00000381425" "MPP3"
1848 "4357" "9606.ENSP00000380318" "MPST"
1849 "4358" "9606.ENSP00000233545" "MPV17"
1850 "4360" "9606.ENSP00000239761" "MRC1"
1851 "4361" "9606.ENSP00000325863" "MRE11A"
1852 "4430" "9606.ENSP00000306382" "MYO1B"
1853 "4435" "9606.ENSP00000388548" "CITED1"
1854 "4436" "9606.ENSP00000233146" "MSH2"
1855 "4440" "9606.ENSP00000257552" "MSI1"
1856 "4478" "9606.ENSP00000353408" "MSN"
1857 "4482" "9606.ENSP00000313921" "MSRA"
1858 "4485" "9606.ENSP00000414287" "MST1"
1859 "4486" "9606.ENSP00000296474" "MST1R"
1860 "4487" "9606.ENSP00000372170" "MSX1"
1861 "4488" "9606.ENSP00000239243" "MSX2"
1862 "4493" "9606.ENSP00000307706" "MT1E"
1863 "4494" "9606.ENSP00000334872" "MT1F"
1864 "4495" "9606.ENSP00000391397" "MT1G"
1865 "4502" "9606.ENSP00000245185" "MT2A"
1866 "4513" "9606.ENSP00000354876" "COX2"
1867 "4519" "9606.ENSP00000354554" "CYTB"
1868 "4520" "9606.ENSP00000362127" "MTF1"
1869 "4535" "9606.ENSP00000354687" "ND1"
1870 "4542" "9606.ENSP00000344871" "MYO1F"
1871 "4543" "9606.ENSP00000302811" "MTNR1A"
1872 "4544" "9606.ENSP00000257068" "MTNR1B"
1873 "4547" "9606.ENSP00000265517" "MTTP"
1874 "4582" "9606.ENSP00000357380" "MUC1"
1875 "4583" "9606.ENSP00000415183" "MUC2"
1876 "4585" "9606.ENSP00000417498" "MUC4"
1877 "4588" "9606.ENSP00000406861" "MUC6"
1878 "4593" "9606.ENSP00000363571" "MUSK"
1879 "4597" "9606.ENSP00000301012" "MVD"
1880 "4598" "9606.ENSP00000228510" "MVK"
1881 "4600" "9606.ENSP00000333657" "MX2"
1882 "4601" "9606.ENSP00000331152" "MXI1"
1883 "4602" "9606.ENSP00000339992" "MYB"
1884 "4603" "9606.ENSP00000429633" "MYBL1"
1885 "4605" "9606.ENSP00000217026" "MYBL2"
1886 "4609" "9606.ENSP00000367207" "MYC"
1887 "4613" "9606.ENSP00000281043" "MYCN"
1888 "4615" "9606.ENSP00000401399" "MYD88"
1889 "4616" "9606.ENSP00000215631" "GADD45B"
1890 "4617" "9606.ENSP00000228644" "MYF5"
1891 "4618" "9606.ENSP00000228641" "MYF6"
1892 "4619" "9606.ENSP00000226207" "MYH1"
1893 "4620" "9606.ENSP00000245503" "MYH2"
1894 "4621" "9606.ENSP00000226209" "MYH3"
1895 "4622" "9606.ENSP00000255381" "MYH4"
1896 "4624" "9606.ENSP00000348634" "MYH6"
1897 "4626" "9606.ENSP00000384330" "MYH8"
1898 "4627" "9606.ENSP00000216181" "MYH9"
1899 "4628" "9606.ENSP00000269243" "MYH10"
1900 "4629" "9606.ENSP00000379616" "MYH11"
1901 "4632" "9606.ENSP00000307280" "MYL1"
1902 "4633" "9606.ENSP00000228841" "MYL2"
1903 "4634" "9606.ENSP00000292327" "MYL3"
1904 "4635" "9606.ENSP00000347055" "MYL4"
1905 "4636" "9606.ENSP00000383023" "MYL5"
1906 "4637" "9606.ENSP00000446714" "MYL6"
1907 "4638" "9606.ENSP00000353452" "MYLK"
1908 "4640" "9606.ENSP00000300119" "MYO1A"
1909 "4641" "9606.ENSP00000352834" "MYO1C"
1910 "4642" "9606.ENSP00000324527" "MYO1D"
1911 "4643" "9606.ENSP00000288235" "MYO1E"
1912 "4644" "9606.ENSP00000382177" "MYO5A"
1913 "4645" "9606.ENSP00000285039" "MYO5B"
1914 "4646" "9606.ENSP00000358994" "MYO6"
1915 "4647" "9606.ENSP00000386331" "MYO7A"
1916 "4648" "9606.ENSP00000386461" "MYO7B"
1917 "4650" "9606.ENSP00000380444" "MYO9B"
1918 "4651" "9606.ENSP00000421280" "MYO10"
1919 "4654" "9606.ENSP00000250003" "MYOD1"
1920 "4656" "9606.ENSP00000241651" "MYOG"
1921 "4659" "9606.ENSP00000261207" "PPP1R12A"
1922 "4660" "9606.ENSP00000384496" "PPP1R12B"
1923 "4661" "9606.ENSP00000327465" "MYT1"
1924 "4664" "9606.ENSP00000336894" "NAB1"
1925 "4665" "9606.ENSP00000300131" "NAB2"
1926 "4670" "9606.ENSP00000325376" "HNRNPM"
1927 "4671" "9606.ENSP00000428657" "NAIP"
1928 "4680" "9606.ENSP00000199764" "CEACAM6"
1929 "4683" "9606.ENSP00000265433" "NBN"
1930 "4686" "9606.ENSP00000364289" "NCBP1"
1931 "4689" "9606.ENSP00000380334" "NCF4"
1932 "4690" "9606.ENSP00000288986" "NCK1"
1933 "4691" "9606.ENSP00000318195" "NCL"
1934 "4703" "9606.ENSP00000380505" "NEB"
1935 "4704" "9606.ENSP00000266544" "NDUFA9"
1936 "4731" "9606.ENSP00000346196" "NDUFV3"
1937 "4735" "9606.ENSP00000353157" "SEPT2"
1938 "4738" "9606.ENSP00000250495" "NEDD8"
1939 "4739" "9606.ENSP00000368759" "NEDD9"
1940 "4745" "9606.ENSP00000349654" "NELL1"
1941 "4751" "9606.ENSP00000355966" "NEK2"
1942 "4753" "9606.ENSP00000416341" "NELL2"
1943 "4756" "9606.ENSP00000261908" "NEO1"
1944 "4761" "9606.ENSP00000306754" "NEUROD2"
1945 "4762" "9606.ENSP00000317580" "NEUROG1"
1946 "4763" "9606.ENSP00000351015" "NF1"
1947 "4772" "9606.ENSP00000327850" "NFATC1"
1948 "4773" "9606.ENSP00000379330" "NFATC2"
1949 "4774" "9606.ENSP00000360231" "NFIA"
1950 "4775" "9606.ENSP00000300659" "NFATC3"
1951 "4778" "9606.ENSP00000312436" "NFE2"
1952 "4779" "9606.ENSP00000354855" "NFE2L1"
1953 "4780" "9606.ENSP00000380252" "NFE2L2"
1954 "4781" "9606.ENSP00000370340" "NFIB"
1955 "4782" "9606.ENSP00000465655" "NFIC"
1956 "4783" "9606.ENSP00000297689" "NFIL3"
1957 "4784" "9606.ENSP00000380781" "NFIX"
1958 "4790" "9606.ENSP00000226574" "NFKB1"
1959 "4791" "9606.ENSP00000358983" "NFKB2"
1960 "4792" "9606.ENSP00000216797" "NFKBIA"
1961 "4793" "9606.ENSP00000312988" "NFKBIB"
1962 "4794" "9606.ENSP00000275015" "NFKBIE"
1963 "4796" "9606.ENSP00000386239" "TONSL"
1964 "4799" "9606.ENSP00000368856" "NFX1"
1965 "4800" "9606.ENSP00000345702" "NFYA"
1966 "4801" "9606.ENSP00000240055" "NFYB"
1967 "4803" "9606.ENSP00000358525" "NGF"
1968 "4804" "9606.ENSP00000172229" "NGFR"
1969 "4807" "9606.ENSP00000302189" "NHLH1"
1970 "4808" "9606.ENSP00000322087" "NHLH2"
1971 "4809" "9606.ENSP00000215956" "SNU13"
1972 "4814" "9606.ENSP00000364595" "NINJ1"
1973 "4820" "9606.ENSP00000232978" "NKTR"
1974 "4821" "9606.ENSP00000366347" "NKX2-2"
1975 "4824" "9606.ENSP00000370253" "NKX3-1"
1976 "4825" "9606.ENSP00000295886" "NKX6-1"
1977 "4826" "9606.ENSP00000062104" "NNAT"
1978 "4828" "9606.ENSP00000378089" "NMB"
1979 "4829" "9606.ENSP00000258042" "NMBR"
1980 "4830" "9606.ENSP00000013034" "NME1"
1981 "4831" "9606.ENSP00000376886" "NME2"
1982 "4837" "9606.ENSP00000299964" "NNMT"
1983 "4838" "9606.ENSP00000287139" "NODAL"
1984 "4842" "9606.ENSP00000337459" "NOS1"
1985 "4846" "9606.ENSP00000297494" "NOS3"
1986 "4851" "9606.ENSP00000277541" "NOTCH1"
1987 "4852" "9606.ENSP00000242152" "NPY"
1988 "4854" "9606.ENSP00000263388" "NOTCH3"
1989 "4856" "9606.ENSP00000259526" "NOV"
1990 "4861" "9606.ENSP00000405290" "NPAS1"
1991 "4862" "9606.ENSP00000338283" "NPAS2"
1992 "4863" "9606.ENSP00000278612" "NPAT"
1993 "4864" "9606.ENSP00000269228" "NPC1"
1994 "4868" "9606.ENSP00000368190" "NPHS1"
1995 "4878" "9606.ENSP00000365663" "NPPA"
1996 "4879" "9606.ENSP00000365651" "NPPB"
1997 "4881" "9606.ENSP00000357669" "NPR1"
1998 "4883" "9606.ENSP00000265074" "NPR3"
1999 "4893" "9606.ENSP00000358548" "NRAS"
2000 "4897" "9606.ENSP00000368314" "NRCAM"
2001 "4899" "9606.ENSP00000223190" "NRF1"
2002 "4900" "9606.ENSP00000284292" "NRGN"
2003 "4901" "9606.ENSP00000380193" "NRL"
2004 "4902" "9606.ENSP00000302648" "NRTN"
2005 "4904" "9606.ENSP00000361626" "YBX1"
2006 "4907" "9606.ENSP00000257770" "NT5E"
2007 "4908" "9606.ENSP00000397297" "NTF3"
2008 "4909" "9606.ENSP00000301411" "NTF4"
2009 "4915" "9606.ENSP00000277120" "NTRK2"
2010 "4916" "9606.ENSP00000354207" "NTRK3"
2011 "4917" "9606.ENSP00000293973" "NTN3"
2012 "4919" "9606.ENSP00000360120" "ROR1"
2013 "4920" "9606.ENSP00000364860" "ROR2"
2014 "4921" "9606.ENSP00000356898" "DDR2"
2015 "4922" "9606.ENSP00000256010" "NTS"
2016 "4923" "9606.ENSP00000359532" "NTSR1"
2017 "4926" "9606.ENSP00000377298" "NUMA1"
2018 "4927" "9606.ENSP00000458954" "NUP88"
2019 "4929" "9606.ENSP00000344479" "NR4A2"
2020 "4939" "9606.ENSP00000342278" "OAS2"
2021 "4940" "9606.ENSP00000228928" "OAS3"
2022 "4943" "9606.ENSP00000365962" "TBC1D25"
2023 "4946" "9606.ENSP00000464146" "OAZ1"
2024 "4951" "9606.ENSP00000257627" "OCM2"
2025 "4953" "9606.ENSP00000234111" "ODC1"
2026 "4958" "9606.ENSP00000364700" "OMD"
2027 "4968" "9606.ENSP00000306561" "OGG1"
2028 "4969" "9606.ENSP00000262551" "OGN"
2029 "4973" "9606.ENSP00000309124" "OLR1"
2030 "4974" "9606.ENSP00000247271" "OMG"
2031 "4982" "9606.ENSP00000297350" "TNFRSF11B"
2032 "4983" "9606.ENSP00000347710" "OPHN1"
2033 "4985" "9606.ENSP00000234961" "OPRD1"
2034 "4986" "9606.ENSP00000265572" "OPRK1"
2035 "4988" "9606.ENSP00000394624" "OPRM1"
2036 "4990" "9606.ENSP00000328596" "SIX6"
2037 "4991" "9606.ENSP00000327585" "OR1D2"
2038 "4992" "9606.ENSP00000305424" "OR1F1"
2039 "4993" "9606.ENSP00000307726" "OR2C1"
2040 "4994" "9606.ENSP00000313803" "OR3A1"
2041 "4995" "9606.ENSP00000386180" "OR3A2"
2042 "4998" "9606.ENSP00000360621" "ORC1"
2043 "4999" "9606.ENSP00000234296" "ORC2"
2044 "5000" "9606.ENSP00000264169" "ORC4"
2045 "5001" "9606.ENSP00000297431" "ORC5"
2046 "5007" "9606.ENSP00000263847" "OSBP"
2047 "5008" "9606.ENSP00000215781" "OSM"
2048 "5013" "9606.ENSP00000282549" "OTX1"
2049 "5015" "9606.ENSP00000343819" "OTX2"
2050 "5017" "9606.ENSP00000337862" "OVOL1"
2051 "5019" "9606.ENSP00000196371" "OXCT1"
2052 "5020" "9606.ENSP00000217386" "OXT"
2053 "5021" "9606.ENSP00000324270" "OXTR"
2054 "5025" "9606.ENSP00000336607" "P2RX4"
2055 "5027" "9606.ENSP00000442349" "P2RX7"
2056 "5028" "9606.ENSP00000304767" "P2RY1"
2057 "5029" "9606.ENSP00000310305" "P2RY2"
2058 "5033" "9606.ENSP00000263556" "P4HA1"
2059 "5034" "9606.ENSP00000327801" "P4HB"
2060 "5036" "9606.ENSP00000302886" "PA2G4"
2061 "5037" "9606.ENSP00000261313" "PEBP1"
2062 "5045" "9606.ENSP00000268171" "FURIN"
2063 "5047" "9606.ENSP00000277508" "PAEP"
2064 "5048" "9606.ENSP00000380378" "PAFAH1B1"
2065 "5052" "9606.ENSP00000262746" "PRDX1"
2066 "5054" "9606.ENSP00000223095" "SERPINE1"
2067 "5055" "9606.ENSP00000299502" "SERPINB2"
2068 "5058" "9606.ENSP00000278568" "PAK1"
2069 "5062" "9606.ENSP00000314067" "PAK2"
2070 "5063" "9606.ENSP00000353864" "PAK3"
2071 "5068" "9606.ENSP00000304311" "REG3A"
2072 "5069" "9606.ENSP00000330658" "PAPPA"
2073 "5071" "9606.ENSP00000355865" "PARK2"
2074 "5073" "9606.ENSP00000387911" "PARN"
2075 "5074" "9606.ENSP00000328088" "PAWR"
2076 "5075" "9606.ENSP00000381499" "PAX1"
2077 "5076" "9606.ENSP00000396259" "PAX2"
2078 "5078" "9606.ENSP00000339906" "PAX4"
2079 "5080" "9606.ENSP00000368401" "PAX6"
2080 "5081" "9606.ENSP00000364524" "PAX7"
2081 "5083" "9606.ENSP00000355245" "PAX9"
2082 "5087" "9606.ENSP00000405890" "PBX1"
2083 "5089" "9606.ENSP00000364190" "PBX2"
2084 "5090" "9606.ENSP00000362588" "PBX3"
2085 "5091" "9606.ENSP00000377527" "PC"
2086 "5095" "9606.ENSP00000365462" "PCCA"
2087 "5098" "9606.ENSP00000312070" "PCDHGC3"
2088 "5100" "9606.ENSP00000367177" "PCDH8"
2089 "5101" "9606.ENSP00000367096" "PCDH9"
2090 "5104" "9606.ENSP00000333203" "SERPINA5"
2091 "5105" "9606.ENSP00000319814" "PCK1"
2092 "5106" "9606.ENSP00000216780" "PCK2"
2093 "5111" "9606.ENSP00000368438" "PCNA"
2094 "5119" "9606.ENSP00000380998" "CHMP1A"
2095 "5125" "9606.ENSP00000446280" "PCSK5"
2096 "5127" "9606.ENSP00000276052" "CDK16"
2097 "5128" "9606.ENSP00000261211" "CDK17"
2098 "5129" "9606.ENSP00000423665" "CDK18"
2099 "5132" "9606.ENSP00000342033" "PDC"
