Entrez_Gene_ID	STRING_Locus_ID
7220	9606.ENSP00000273482
7222	9606.ENSP00000368966
7223	9606.ENSP00000369003
7224	9606.ENSP00000262839
7225	9606.ENSP00000340913
7226	9606.ENSP00000300482
7227	9606.ENSP00000379065
7247	9606.ENSP00000374332
7248	9606.ENSP00000298552
7249	9606.ENSP00000219476
7251	9606.ENSP00000251968
7252	9606.ENSP00000256592
7253	9606.ENSP00000298171
7257	9606.ENSP00000355599
7258	9606.ENSP00000403304
7259	9606.ENSP00000357597
7260	9606.ENSP00000371559
7262	9606.ENSP00000319231
7263	9606.ENSP00000249042
7264	9606.ENSP00000398803
7265	9606.ENSP00000231238
7266	9606.ENSP00000406463
7268	9606.ENSP00000360329
7270	9606.ENSP00000333920
7272	9606.ENSP00000358813
7274	9606.ENSP00000260116
7275	9606.ENSP00000305426
7276	9606.ENSP00000237014
7277	9606.ENSP00000248437
7278	9606.ENSP00000326042
7280	9606.ENSP00000369703
7283	9606.ENSP00000251413
7284	9606.ENSP00000322439
7286	9606.ENSP00000357842
7287	9606.ENSP00000229771
7288	9606.ENSP00000221399
7289	9606.ENSP00000380321
7290	9606.ENSP00000263208
7291	9606.ENSP00000242261
7292	9606.ENSP00000281834
7293	9606.ENSP00000368538
7294	9606.ENSP00000264316
7295	9606.ENSP00000363641
7296	9606.ENSP00000434516
7297	9606.ENSP00000264818
7298	9606.ENSP00000315644
7299	9606.ENSP00000263321
7301	9606.ENSP00000263798
7305	9606.ENSP00000262629
7306	9606.ENSP00000373570
7307	9606.ENSP00000291552
7311	9606.ENSP00000388107
7314	9606.ENSP00000304697
7317	9606.ENSP00000338413
7318	9606.ENSP00000333266
7319	9606.ENSP00000360613
7320	9606.ENSP00000265339
7321	9606.ENSP00000363019
7322	9606.ENSP00000381717
7323	9606.ENSP00000349722
7324	9606.ENSP00000303709
7325	9606.ENSP00000379931
7326	9606.ENSP00000380178
7327	9606.ENSP00000338348
7328	9606.ENSP00000347836
7329	9606.ENSP00000324897
7332	9606.ENSP00000344259
7334	9606.ENSP00000316176
7336	9606.ENSP00000428209
7337	9606.ENSP00000381045
7341	9606.ENSP00000376076
7342	9606.ENSP00000283628
7343	9606.ENSP00000302640
7345	9606.ENSP00000284440
7347	9606.ENSP00000366819
7348	9606.ENSP00000264234
7349	9606.ENSP00000296099
7350	9606.ENSP00000262999
7351	9606.ENSP00000312029
7352	9606.ENSP00000323740
7353	9606.ENSP00000263202
7355	9606.ENSP00000247138
7356	9606.ENSP00000278282
7357	9606.ENSP00000363397
7358	9606.ENSP00000319501
7360	9606.ENSP00000338703
7363	9606.ENSP00000305221
7364	9606.ENSP00000304811
7365	9606.ENSP00000265403
7366	9606.ENSP00000341045
7367	9606.ENSP00000320401
7368	9606.ENSP00000311648
7369	9606.ENSP00000306279
7371	9606.ENSP00000356853
7372	9606.ENSP00000232607
7374	9606.ENSP00000242576
7375	9606.ENSP00000265560
7376	9606.ENSP00000253727
7378	9606.ENSP00000330032
7379	9606.ENSP00000264031
7380	9606.ENSP00000216211
7381	9606.ENSP00000287022
7384	9606.ENSP00000203407
7385	9606.ENSP00000268379
7386	9606.ENSP00000306397
7388	9606.ENSP00000309565
7389	9606.ENSP00000246337
7390	9606.ENSP00000357775
7391	9606.ENSP00000356999
7392	9606.ENSP00000222305
7398	9606.ENSP00000343526
7399	9606.ENSP00000305941
7401	9606.ENSP00000329158
7402	9606.ENSP00000356515
7403	9606.ENSP00000367203
7404	9606.ENSP00000328939
7405	9606.ENSP00000348455
7407	9606.ENSP00000364815
7408	9606.ENSP00000245932
7409	9606.ENSP00000472929
7411	9606.ENSP00000286428
7412	9606.ENSP00000294728
7414	9606.ENSP00000211998
7415	9606.ENSP00000351777
7416	9606.ENSP00000265333
7417	9606.ENSP00000361635
7419	9606.ENSP00000428845
7421	9606.ENSP00000447173
7423	9606.ENSP00000311127
7424	9606.ENSP00000280193
7425	9606.ENSP00000249330
7428	9606.ENSP00000256474
7429	9606.ENSP00000248444
7430	9606.ENSP00000338934
7432	9606.ENSP00000356213
7433	9606.ENSP00000327246
7434	9606.ENSP00000262178
7436	9606.ENSP00000371532
7439	9606.ENSP00000399709
7441	9606.ENSP00000385361
7442	9606.ENSP00000382659
7443	9606.ENSP00000216639
7447	9606.ENSP00000295156
7448	9606.ENSP00000226218
7450	9606.ENSP00000261405
7453	9606.ENSP00000347495
7454	9606.ENSP00000365891
7456	9606.ENSP00000352802
7464	9606.ENSP00000343746
7465	9606.ENSP00000402084
7466	9606.ENSP00000226760
7469	9606.ENSP00000372335
7471	9606.ENSP00000293549
7472	9606.ENSP00000265441
7473	9606.ENSP00000225512
7474	9606.ENSP00000264634
7475	9606.ENSP00000233948
7476	9606.ENSP00000285018
7477	9606.ENSP00000341032
7478	9606.ENSP00000381739
7479	9606.ENSP00000340677
7480	9606.ENSP00000301061
7481	9606.ENSP00000325526
7482	9606.ENSP00000358698
7483	9606.ENSP00000272164
7484	9606.ENSP00000290015
7485	9606.ENSP00000327716
7486	9606.ENSP00000298139
7490	9606.ENSP00000331327
7494	9606.ENSP00000216037
7498	9606.ENSP00000368727
7499	9606.ENSP00000411004
7504	9606.ENSP00000367879
7507	9606.ENSP00000364270
7508	9606.ENSP00000285021
7511	9606.ENSP00000421566
7512	9606.ENSP00000360147
7514	9606.ENSP00000384863
7515	9606.ENSP00000262887
7516	9606.ENSP00000352271
7517	9606.ENSP00000343392
7518	9606.ENSP00000342011
7520	9606.ENSP00000375977
7525	9606.ENSP00000324740
7528	9606.ENSP00000262238
7529	9606.ENSP00000300161
7532	9606.ENSP00000306330
7533	9606.ENSP00000248975
7534	9606.ENSP00000309503
7535	9606.ENSP00000264972
7538	9606.ENSP00000248673
7539	9606.ENSP00000363344
7541	9606.ENSP00000349503
7542	9606.ENSP00000294258
7543	9606.ENSP00000304985
7544	9606.ENSP00000155093
7545	9606.ENSP00000282928
7546	9606.ENSP00000365514
7547	9606.ENSP00000287538
7549	9606.ENSP00000345392
7551	9606.ENSP00000299667
7552	9606.ENSP00000276123
7553	9606.ENSP00000320627
7554	9606.ENSP00000196548
7555	9606.ENSP00000410769
7556	9606.ENSP00000248211
7561	9606.ENSP00000340514
7562	9606.ENSP00000349401
7564	9606.ENSP00000276816
7565	9606.ENSP00000471905
7566	9606.ENSP00000315664
7567	9606.ENSP00000288177
7568	9606.ENSP00000335437
7569	9606.ENSP00000306351
7570	9606.ENSP00000298299
7571	9606.ENSP00000349796
7572	9606.ENSP00000261332
7574	9606.ENSP00000333725
7576	9606.ENSP00000397693
7579	9606.ENSP00000324450
7580	9606.ENSP00000363556
7581	9606.ENSP00000363747
7582	9606.ENSP00000352444
7584	9606.ENSP00000379368
7586	9606.ENSP00000323148
7587	9606.ENSP00000329141
7589	9606.ENSP00000292450
7593	9606.ENSP00000215057
7594	9606.ENSP00000347045
7596	9606.ENSP00000269973
7597	9606.ENSP00000261683
7620	9606.ENSP00000345333
7621	9606.ENSP00000339314
7625	9606.ENSP00000349098
7626	9606.ENSP00000359802
7627	9606.ENSP00000459566
7629	9606.ENSP00000363064
7633	9606.ENSP00000362446
7634	9606.ENSP00000309812
7638	9606.ENSP00000251269
7639	9606.ENSP00000329793
7643	9606.ENSP00000410466
7644	9606.ENSP00000300619
7673	9606.ENSP00000375822
7675	9606.ENSP00000326967
7678	9606.ENSP00000340749
7681	9606.ENSP00000313881
7690	9606.ENSP00000305804
7691	9606.ENSP00000254166
7692	9606.ENSP00000366899
7693	9606.ENSP00000379464
7694	9606.ENSP00000441410
7695	9606.ENSP00000344162
7697	9606.ENSP00000407262
7699	9606.ENSP00000347755
7700	9606.ENSP00000240499
7701	9606.ENSP00000398798
7702	9606.ENSP00000379847
7703	9606.ENSP00000354033
7704	9606.ENSP00000338157
7705	9606.ENSP00000392095
7706	9606.ENSP00000323889
7707	9606.ENSP00000353863
7709	9606.ENSP00000364895
7710	9606.ENSP00000421258
7711	9606.ENSP00000270014
7712	9606.ENSP00000366273
7716	9606.ENSP00000462337
7718	9606.ENSP00000366542
7727	9606.ENSP00000268655
7728	9606.ENSP00000262259
7730	9606.ENSP00000415070
7732	9606.ENSP00000454919
7733	9606.ENSP00000221327
7737	9606.ENSP00000360497
7738	9606.ENSP00000211936
7745	9606.ENSP00000332750
7746	9606.ENSP00000404074
7748	9606.ENSP00000382511
7752	9606.ENSP00000395723
7753	9606.ENSP00000337724
7755	9606.ENSP00000219091
7756	9606.ENSP00000378165
7760	9606.ENSP00000380087
7761	9606.ENSP00000278314
7762	9606.ENSP00000278319
7763	9606.ENSP00000237937
7764	9606.ENSP00000304308
7766	9606.ENSP00000401947
7767	9606.ENSP00000337368
7768	9606.ENSP00000262894
7769	9606.ENSP00000336719
7770	9606.ENSP00000321049
7771	9606.ENSP00000337081
7772	9606.ENSP00000466519
7773	9606.ENSP00000409318
7775	9606.ENSP00000250076
7776	9606.ENSP00000253159
7779	9606.ENSP00000355968
7780	9606.ENSP00000363394
7781	9606.ENSP00000233535
7782	9606.ENSP00000261867
7783	9606.ENSP00000219593
7784	9606.ENSP00000378326
7786	9606.ENSP00000448689
7789	9606.ENSP00000351530
7791	9606.ENSP00000324422
7798	9606.ENSP00000303758
7799	9606.ENSP00000235372
7802	9606.ENSP00000296218
7803	9606.ENSP00000359685
7804	9606.ENSP00000303634
7805	9606.ENSP00000294507
7809	9606.ENSP00000360312
7812	9606.ENSP00000407724
7813	9606.ENSP00000359356
7818	9606.ENSP00000341692
7827	9606.ENSP00000356587
7832	9606.ENSP00000290551
7837	9606.ENSP00000252804
7840	9606.ENSP00000264448
7841	9606.ENSP00000233616
7844	9606.ENSP00000237455
7846	9606.ENSP00000301071
7849	9606.ENSP00000395498
7850	9606.ENSP00000330959
7851	9606.ENSP00000272462
7852	9606.ENSP00000386884
7855	9606.ENSP00000354607
7857	9606.ENSP00000304133
7862	9606.ENSP00000373340
7866	9606.ENSP00000398971
7867	9606.ENSP00000350639
7873	9606.ENSP00000432799
7874	9606.ENSP00000343535
7879	9606.ENSP00000265062
7884	9606.ENSP00000417686
7903	9606.ENSP00000231461
7905	9606.ENSP00000368959
7913	9606.ENSP00000380414
7915	9606.ENSP00000314649
7936	9606.ENSP00000364578
7941	9606.ENSP00000274793
7942	9606.ENSP00000230323
7965	9606.ENSP00000223029
7975	9606.ENSP00000344903
7976	9606.ENSP00000240093
7978	9606.ENSP00000248643
7979	9606.ENSP00000248566
7980	9606.ENSP00000222543
7984	9606.ENSP00000056217
7988	9606.ENSP00000338572
7991	9606.ENSP00000221167
7994	9606.ENSP00000265713
8000	9606.ENSP00000301258
8001	9606.ENSP00000274093
8019	9606.ENSP00000305918
8021	9606.ENSP00000352400
8022	9606.ENSP00000360811
8027	9606.ENSP00000366746
8028	9606.ENSP00000307411
8029	9606.ENSP00000367064
8030	9606.ENSP00000263102
8034	9606.ENSP00000265870
8036	9606.ENSP00000358464
8038	9606.ENSP00000357668
8045	9606.ENSP00000344226
8048	9606.ENSP00000265968
8050	9606.ENSP00000227868
8061	9606.ENSP00000310170
8065	9606.ENSP00000376808
8074	9606.ENSP00000237837
8076	9606.ENSP00000352455
8078	9606.ENSP00000229268
8079	9606.ENSP00000203630
8082	9606.ENSP00000242729
8085	9606.ENSP00000301067
8086	9606.ENSP00000209873
8087	9606.ENSP00000350170
8089	9606.ENSP00000247843
8091	9606.ENSP00000384026
8092	9606.ENSP00000315417
8099	9606.ENSP00000261692
8100	9606.ENSP00000323580
8106	9606.ENSP00000216727
8110	9606.ENSP00000370614
8111	9606.ENSP00000434045
8115	9606.ENSP00000385036
8120	9606.ENSP00000261722
8125	9606.ENSP00000417864
8128	9606.ENSP00000268164
8131	9606.ENSP00000382834
8139	9606.ENSP00000248272
8140	9606.ENSP00000261622
8148	9606.ENSP00000466950
8153	9606.ENSP00000466680
8161	9606.ENSP00000240316
8165	9606.ENSP00000337736
8170	9606.ENSP00000255226
8174	9606.ENSP00000215637
8175	9606.ENSP00000221494
8178	9606.ENSP00000262809
8187	9606.ENSP00000307774
8189	9606.ENSP00000245934
8190	9606.ENSP00000263369
8192	9606.ENSP00000245816
8193	9606.ENSP00000347716
8195	9606.ENSP00000246062
8200	9606.ENSP00000363489
8202	9606.ENSP00000361066
8204	9606.ENSP00000327213
8208	9606.ENSP00000315700
8214	9606.ENSP00000331681
8216	9606.ENSP00000215739
8218	9606.ENSP00000445677
8220	9606.ENSP00000252137
8224	9606.ENSP00000330219
8225	9606.ENSP00000316598
8226	9606.ENSP00000396452
8227	9606.ENSP00000324827
8228	9606.ENSP00000370430
8233	9606.ENSP00000303015
8237	9606.ENSP00000218348
8239	9606.ENSP00000316357
8241	9606.ENSP00000366829
8242	9606.ENSP00000364550
8243	9606.ENSP00000323421
8260	9606.ENSP00000417763
8263	9606.ENSP00000358454
8266	9606.ENSP00000358674
8269	9606.ENSP00000358999
8270	9606.ENSP00000349923
8273	9606.ENSP00000263512
8277	9606.ENSP00000358931
8284	9606.ENSP00000444293
8287	9606.ENSP00000342812
8288	9606.ENSP00000225371
8290	9606.ENSP00000355657
8293	9606.ENSP00000346892
8294	9606.ENSP00000289352
8295	9606.ENSP00000347733
8301	9606.ENSP00000377015
8302	9606.ENSP00000310216
8303	9606.ENSP00000329287
8309	9606.ENSP00000307697
8310	9606.ENSP00000348775
8312	9606.ENSP00000262320
8313	9606.ENSP00000302625
8314	9606.ENSP00000417132
8315	9606.ENSP00000403524
8317	9606.ENSP00000234626
8318	9606.ENSP00000405726
8320	9606.ENSP00000295743
8321	9606.ENSP00000287934
8322	9606.ENSP00000434034
8323	9606.ENSP00000351605
8324	9606.ENSP00000286201
8325	9606.ENSP00000363826
8328	9606.ENSP00000344782
8329	9606.ENSP00000330307
8330	9606.ENSP00000349873
8331	9606.ENSP00000328484
8332	9606.ENSP00000351589
8334	9606.ENSP00000321389
8335	9606.ENSP00000303373
8336	9606.ENSP00000352119
8337	9606.ENSP00000358158
8338	9606.ENSP00000332194
8339	9606.ENSP00000321744
8340	9606.ENSP00000366618
8341	9606.ENSP00000380177
8342	9606.ENSP00000352442
8343	9606.ENSP00000348924
8344	9606.ENSP00000353074
8345	9606.ENSP00000348706
8346	9606.ENSP00000366962
8348	9606.ENSP00000303408
8359	9606.ENSP00000343282
8360	9606.ENSP00000346316
8361	9606.ENSP00000347168
8362	9606.ENSP00000348258
8363	9606.ENSP00000350159
8364	9606.ENSP00000350767
8365	9606.ENSP00000352980
8366	9606.ENSP00000353624
8367	9606.ENSP00000358153
8368	9606.ENSP00000358162
8369	9606.ENSP00000244537
8370	9606.ENSP00000366581
8379	9606.ENSP00000265854
8382	9606.ENSP00000265191
8383	9606.ENSP00000305207
8386	9606.ENSP00000459028
8387	9606.ENSP00000313384
8388	9606.ENSP00000248384
8390	9606.ENSP00000331545
8392	9606.ENSP00000291231
8394	9606.ENSP00000357883
8396	9606.ENSP00000269554
8398	9606.ENSP00000333142
8399	9606.ENSP00000393847
8402	9606.ENSP00000225665
8403	9606.ENSP00000305343
8404	9606.ENSP00000282470
8405	9606.ENSP00000240327
8406	9606.ENSP00000367794
8407	9606.ENSP00000357075
8408	9606.ENSP00000324560
8409	9606.ENSP00000337393
8411	9606.ENSP00000317955
8412	9606.ENSP00000260502
8416	9606.ENSP00000357943
8417	9606.ENSP00000356918
8419	9606.ENSP00000304987
8424	9606.ENSP00000263182
8425	9606.ENSP00000311905
8427	9606.ENSP00000262085
8428	9606.ENSP00000365730
8431	9606.ENSP00000254227
8433	9606.ENSP00000305906
8434	9606.ENSP00000367202
8435	9606.ENSP00000301466
8436	9606.ENSP00000305675
8437	9606.ENSP00000450244
8438	9606.ENSP00000361043
8439	9606.ENSP00000411012
8440	9606.ENSP00000233154
8443	9606.ENSP00000355607
8445	9606.ENSP00000342105
8446	9606.ENSP00000272444
8447	9606.ENSP00000343665
8448	9606.ENSP00000340017
8451	9606.ENSP00000364589
8452	9606.ENSP00000264414
8453	9606.ENSP00000444856
8454	9606.ENSP00000326804
8455	9606.ENSP00000262919
8456	9606.ENSP00000226247
8458	9606.ENSP00000358478
8459	9606.ENSP00000339813
8460	9606.ENSP00000302413
8462	9606.ENSP00000307023
8463	9606.ENSP00000310701
8464	9606.ENSP00000360515
8467	9606.ENSP00000283131
8470	9606.ENSP00000284776
8471	9606.ENSP00000361202
8473	9606.ENSP00000362824
8477	9606.ENSP00000267549
8479	9606.ENSP00000279392
8480	9606.ENSP00000360286
8481	9606.ENSP00000344314
8482	9606.ENSP00000261918
8483	9606.ENSP00000261883
8484	9606.ENSP00000249041
8487	9606.ENSP00000308533
8490	9606.ENSP00000319308
8491	9606.ENSP00000263881
8492	9606.ENSP00000296498
8493	9606.ENSP00000306682
8495	9606.ENSP00000299492
8496	9606.ENSP00000314724
8497	9606.ENSP00000272198
8498	9606.ENSP00000341483
8499	9606.ENSP00000450337
8500	9606.ENSP00000253925
8501	9606.ENSP00000278426
8502	9606.ENSP00000374409
8503	9606.ENSP00000262741
8504	9606.ENSP00000356563
8506	9606.ENSP00000264638
8507	9606.ENSP00000306356
8508	9606.ENSP00000216121
8509	9606.ENSP00000310657
8513	9606.ENSP00000377900
8514	9606.ENSP00000367323
8516	9606.ENSP00000367316
8517	9606.ENSP00000358622
8518	9606.ENSP00000363779
8519	9606.ENSP00000330825
8520	9606.ENSP00000264108
8521	9606.ENSP00000259803
8522	9606.ENSP00000407552
8525	9606.ENSP00000412178
8526	9606.ENSP00000284061
8527	9606.ENSP00000264057
8528	9606.ENSP00000357920
8529	9606.ENSP00000221700
8530	9606.ENSP00000420384
8531	9606.ENSP00000228251
8532	9606.ENSP00000354255
8533	9606.ENSP00000268717
8534	9606.ENSP00000309270
8535	9606.ENSP00000269397
8536	9606.ENSP00000256460
8537	9606.ENSP00000379290
8538	9606.ENSP00000281437
8539	9606.ENSP00000431391
8540	9606.ENSP00000264167
8541	9606.ENSP00000335614
8542	9606.ENSP00000317674
8543	9606.ENSP00000359573
8544	9606.ENSP00000369785
8545	9606.ENSP00000381428
8546	9606.ENSP00000255194
8547	9606.ENSP00000270879
8548	9606.ENSP00000327541
8549	9606.ENSP00000266674
8550	9606.ENSP00000202788
8553	9606.ENSP00000256495
8554	9606.ENSP00000249636
8555	9606.ENSP00000364389
8556	9606.ENSP00000354916
8557	9606.ENSP00000312624
8558	9606.ENSP00000338673
8559	9606.ENSP00000367835
8560	9606.ENSP00000316476
8562	9606.ENSP00000280557
8563	9606.ENSP00000380969
8564	9606.ENSP00000355517
8565	9606.ENSP00000362576
8566	9606.ENSP00000291565
8568	9606.ENSP00000417464
8569	9606.ENSP00000361014
8570	9606.ENSP00000381216
8572	9606.ENSP00000253754
8574	9606.ENSP00000235835
8575	9606.ENSP00000318176
8576	9606.ENSP00000379964
8577	9606.ENSP00000364013
8578	9606.ENSP00000263071
8581	9606.ENSP00000301263
8590	9606.ENSP00000330384
8600	9606.ENSP00000239849
8601	9606.ENSP00000297313
8602	9606.ENSP00000315674
8603	9606.ENSP00000372290
8604	9606.ENSP00000388658
8605	9606.ENSP00000400036
8607	9606.ENSP00000318297
8608	9606.ENSP00000381206
8609	9606.ENSP00000309570
8611	9606.ENSP00000264775
8612	9606.ENSP00000329697
8613	9606.ENSP00000360296
8614	9606.ENSP00000265087
8615	9606.ENSP00000440586
8618	9606.ENSP00000373215
8620	9606.ENSP00000267017
8621	9606.ENSP00000181839
8622	9606.ENSP00000264917
8623	9606.ENSP00000370718
8624	9606.ENSP00000329915
8625	9606.ENSP00000305071
8630	9606.ENSP00000318631
8631	9606.ENSP00000338171
8633	9606.ENSP00000406022
8634	9606.ENSP00000260563
8635	9606.ENSP00000422846
8636	9606.ENSP00000313752
8637	9606.ENSP00000308472
8638	9606.ENSP00000257570
8639	9606.ENSP00000312326
8641	9606.ENSP00000428288
8642	9606.ENSP00000299441
8643	9606.ENSP00000361266
8645	9606.ENSP00000352527
8647	9606.ENSP00000263817
8649	9606.ENSP00000424183
8651	9606.ENSP00000329418
8653	9606.ENSP00000336725
8654	9606.ENSP00000347046
8655	9606.ENSP00000242577
8658	9606.ENSP00000311579
8660	9606.ENSP00000365016
8661	9606.ENSP00000358140
8662	9606.ENSP00000354125
8663	9606.ENSP00000332604
8664	9606.ENSP00000216190
8665	9606.ENSP00000310040
8666	9606.ENSP00000253108
8667	9606.ENSP00000429931
8668	9606.ENSP00000362688
8669	9606.ENSP00000261868
8671	9606.ENSP00000393557
8672	9606.ENSP00000364073
8673	9606.ENSP00000263864
8674	9606.ENSP00000236192
8675	9606.ENSP00000360183
8676	9606.ENSP00000356540
8677	9606.ENSP00000466298
8678	9606.ENSP00000355231
8681	9606.ENSP00000396045
8682	9606.ENSP00000353660
8683	9606.ENSP00000229390
8685	9606.ENSP00000318916
8687	9606.ENSP00000246646
8688	9606.ENSP00000225550
8689	9606.ENSP00000329165
8690	9606.ENSP00000333350
8692	9606.ENSP00000350387
8693	9606.ENSP00000436604
8694	9606.ENSP00000332258
8697	9606.ENSP00000378350
8698	9606.ENSP00000246115
8701	9606.ENSP00000330671
8702	9606.ENSP00000352144
8703	9606.ENSP00000320965
8706	9606.ENSP00000323479
8707	9606.ENSP00000356404
8708	9606.ENSP00000303740
8710	9606.ENSP00000337212
8711	9606.ENSP00000312309
8714	9606.ENSP00000285238
8715	9606.ENSP00000261592
8717	9606.ENSP00000341268
8720	9606.ENSP00000344223
8721	9606.ENSP00000224073
8722	9606.ENSP00000310832
8723	9606.ENSP00000251775
8725	9606.ENSP00000442436
8726	9606.ENSP00000263360
8727	9606.ENSP00000320434
8728	9606.ENSP00000257527
8729	9606.ENSP00000359000
8731	9606.ENSP00000262173
8732	9606.ENSP00000358497
8733	9606.ENSP00000347206
8735	9606.ENSP00000252172
8736	9606.ENSP00000348821
8737	9606.ENSP00000259808
8738	9606.ENSP00000327647
8739	9606.ENSP00000257572
8740	9606.ENSP00000469049
8741	9606.ENSP00000343505
8742	9606.ENSP00000451451
8743	9606.ENSP00000241261
8744	9606.ENSP00000245817
8745	9606.ENSP00000264377
8747	9606.ENSP00000267499
8748	9606.ENSP00000256389
8749	9606.ENSP00000265707
8754	9606.ENSP00000419446
8756	9606.ENSP00000175238
8761	9606.ENSP00000361949
8764	9606.ENSP00000347948
8766	9606.ENSP00000261890
8767	9606.ENSP00000220751
8771	9606.ENSP00000359013
8772	9606.ENSP00000301838
8773	9606.ENSP00000249647
8774	9606.ENSP00000324628
8775	9606.ENSP00000263354
8776	9606.ENSP00000359417
8777	9606.ENSP00000370410
8778	9606.ENSP00000415200
8780	9606.ENSP00000341874
8784	9606.ENSP00000328207
8785	9606.ENSP00000343164
8786	9606.ENSP00000380876
8787	9606.ENSP00000262406
8788	9606.ENSP00000340292
8789	9606.ENSP00000364486
8790	9606.ENSP00000359935
8792	9606.ENSP00000465500
8793	9606.ENSP00000310263
8794	9606.ENSP00000349324
8795	9606.ENSP00000276431
8796	9606.ENSP00000302579
8797	9606.ENSP00000221132
8798	9606.ENSP00000010132
8800	9606.ENSP00000300056
8801	9606.ENSP00000419325
8802	9606.ENSP00000377446
8803	9606.ENSP00000367923
8804	9606.ENSP00000359540
8805	9606.ENSP00000340507
8807	9606.ENSP00000264260
8808	9606.ENSP00000264257
8809	9606.ENSP00000233957
8811	9606.ENSP00000329684
8812	9606.ENSP00000374529
8813	9606.ENSP00000360644
8814	9606.ENSP00000379176
8815	9606.ENSP00000310275
8816	9606.ENSP00000341351
8817	9606.ENSP00000274625
8818	9606.ENSP00000322181
8819	9606.ENSP00000296504
8820	9606.ENSP00000295934
8821	9606.ENSP00000262992
8822	9606.ENSP00000352414
8824	9606.ENSP00000317842
8825	9606.ENSP00000447488
8826	9606.ENSP00000268182
8828	9606.ENSP00000353582
8829	9606.ENSP00000265371
8833	9606.ENSP00000419851
8834	9606.ENSP00000319992
8835	9606.ENSP00000339428
8836	9606.ENSP00000260118
8837	9606.ENSP00000312455
8839	9606.ENSP00000190983
8840	9606.ENSP00000250160
8841	9606.ENSP00000302967
8842	9606.ENSP00000415481
8843	9606.ENSP00000436714
8844	9606.ENSP00000323178
8846	9606.ENSP00000216489
8848	9606.ENSP00000397435
8850	9606.ENSP00000263754
8851	9606.ENSP00000318486
8852	9606.ENSP00000351327
8853	9606.ENSP00000281419
8854	9606.ENSP00000249750
8856	9606.ENSP00000336528
8857	9606.ENSP00000221347
8858	9606.ENSP00000364697
8861	9606.ENSP00000392466
8862	9606.ENSP00000305464
8863	9606.ENSP00000355031
8864	9606.ENSP00000254657
8867	9606.ENSP00000409667
8869	9606.ENSP00000366549
8870	9606.ENSP00000259874
8871	9606.ENSP00000347792
8872	9606.ENSP00000281141
8876	9606.ENSP00000356905
8877	9606.ENSP00000313681
8878	9606.ENSP00000374455
8879	9606.ENSP00000362298
8880	9606.ENSP00000359804
8881	9606.ENSP00000348554
8882	9606.ENSP00000227322
8883	9606.ENSP00000290810
8884	9606.ENSP00000310208
8886	9606.ENSP00000263239
8887	9606.ENSP00000379612
8888	9606.ENSP00000291688
8890	9606.ENSP00000394869
8891	9606.ENSP00000353575
8892	9606.ENSP00000266126
8893	9606.ENSP00000273783
8894	9606.ENSP00000364119
8895	9606.ENSP00000198765
8896	9606.ENSP00000222969
8897	9606.ENSP00000384651
8898	9606.ENSP00000345752
8899	9606.ENSP00000337194
8900	9606.ENSP00000255465
8904	9606.ENSP00000317257
8905	9606.ENSP00000328789
8906	9606.ENSP00000312442
8907	9606.ENSP00000388996
8908	9606.ENSP00000370555
8909	9606.ENSP00000397679
8910	9606.ENSP00000398930
8912	9606.ENSP00000334198
8913	9606.ENSP00000352011
8914	9606.ENSP00000450607
8915	9606.ENSP00000271015
8916	9606.ENSP00000264345
8925	9606.ENSP00000390158
8926	9606.ENSP00000336543
8927	9606.ENSP00000296452
8928	9606.ENSP00000366534
8929	9606.ENSP00000226382
8930	9606.ENSP00000249910
8932	9606.ENSP00000256429
8933	9606.ENSP00000257013
8934	9606.ENSP00000235932
8935	9606.ENSP00000005587
8936	9606.ENSP00000352425
8938	9606.ENSP00000324510
8939	9606.ENSP00000318177
8940	9606.ENSP00000349705
8941	9606.ENSP00000304250
8942	9606.ENSP00000264170
8943	9606.ENSP00000344055
8945	9606.ENSP00000359206
8969	9606.ENSP00000352627
8970	9606.ENSP00000342886
8971	9606.ENSP00000329662
8972	9606.ENSP00000447378
8973	9606.ENSP00000276410
8974	9606.ENSP00000166534
8975	9606.ENSP00000263966
8976	9606.ENSP00000223023
8985	9606.ENSP00000223127
8986	9606.ENSP00000333896
8987	9606.ENSP00000237642
8988	9606.ENSP00000303394
8989	9606.ENSP00000262209
8991	9606.ENSP00000357861
8992	9606.ENSP00000427941
8993	9606.ENSP00000008938
8994	9606.ENSP00000273317
8995	9606.ENSP00000385470
8996	9606.ENSP00000268605
8997	9606.ENSP00000240874
8999	9606.ENSP00000412365
9001	9606.ENSP00000334002
9002	9606.ENSP00000248076
9013	9606.ENSP00000367802
9014	9606.ENSP00000263663
9015	9606.ENSP00000327072
9016	9606.ENSP00000218197
9019	9606.ENSP00000352513
9021	9606.ENSP00000330341
9022	9606.ENSP00000419378
9023	9606.ENSP00000360918
9024	9606.ENSP00000310697
9025	9606.ENSP00000362578
9026	9606.ENSP00000253083
9027	9606.ENSP00000272425
9028	9606.ENSP00000219551
9032	9606.ENSP00000270560
9033	9606.ENSP00000325296
9034	9606.ENSP00000349967
9037	9606.ENSP00000371936
9038	9606.ENSP00000258034
9039	9606.ENSP00000354340
9040	9606.ENSP00000253023
9043	9606.ENSP00000262013
9044	9606.ENSP00000265990
9046	9606.ENSP00000276420
9047	9606.ENSP00000376123
9048	9606.ENSP00000387435
9049	9606.ENSP00000279146
9050	9606.ENSP00000387261
9051	9606.ENSP00000452746
